,time,heart_rate,rr_interval,current_state
0,0.0,74,782,0
1,0.9905633926391602,75,797,0
2,1.979407787322998,76,779,0
3,2.9701054096221924,77,773,0
4,4.00483775138855,78,736,0
5,4.99470329284668,79,722,0
6,5.984387159347534,80,727,0
7,6.974768400192261,81,740,0
8,8.00997257232666,81,733,0
9,9.001657485961914,81,738,0
10,9.993128061294556,81,852,0
11,10.979956865310669,81,828,0
12,11.96914553642273,80,850,0
13,13.004791975021362,79,889,0
14,13.994808673858643,78,907,0
15,14.985074281692505,77,941,0
16,15.974565029144287,75,887,0
17,17.01142954826355,75,846,0
18,17.999895811080933,75,813,0
19,18.989741325378418,75,812,0
20,19.980219841003418,75,805,0
21,20.96993112564087,75,820,0
22,22.006468534469604,75,821,0
23,22.994943618774414,75,853,0
24,23.985491514205933,75,845,0
25,24.974987030029297,74,880,0
26,26.00957489013672,74,863,0
27,27.04488229751587,74,842,0
28,27.99030590057373,74,855,0
29,28.98056650161743,73,841,0
30,29.970520973205566,73,822,0
31,31.00599431991577,74,802,0
32,32.040201902389526,74,813,0
33,33.07524251937866,74,835,0
34,34.02093029022217,74,812,0
35,35.01087236404419,74,819,0
36,36.00075054168701,75,792,0
37,36.99156475067139,75,757,0
38,37.980438470840454,76,752,0
39,38.9708514213562,76,779,0
40,40.005964279174805,77,822,0
41,40.99554085731506,76,867,0
42,41.98842144012451,76,930,0
43,42.97537016868591,75,948,0
44,44.011122941970825,74,912,0
45,45.00065612792969,73,923,0
46,45.990111112594604,73,932,0
47,46.98036766052246,72,841,0
48,48.06076431274414,72,829,0
49,49.005549907684326,72,810,0
50,49.99631357192993,73,801,0
51,51.03066325187683,73,790,0
52,51.97583866119385,74,774,0
53,52.965869188308716,74,789,0
54,54.0004026889801,75,822,0
55,54.99163794517517,75,844,0
56,55.98164105415344,74,902,0
57,56.9712917804718,74,956,0
58,58.0069317817688,73,974,0
59,58.9962317943573,72,941,0
60,59.98631572723389,71,962,0
61,60.975621938705444,71,928,0
62,62.01125693321228,70,856,0
63,63.00105619430542,70,820,0
64,63.99169445037842,70,801,0
65,64.98144769668579,72,802,0
66,65.97129726409912,72,755,0
67,67.00570964813232,73,731,0
68,67.99676036834717,75,716,0
69,68.9863395690918,76,721,0
70,69.97924494743347,77,727,0
71,70.96609210968018,79,733,0
72,72.00158286094666,79,810,0
73,72.99111461639404,79,841,0
74,73.98182034492493,78,857,0
75,74.97107195854187,78,838,0
76,76.00649785995483,77,882,0
77,76.99716925621033,76,843,0
78,77.98703098297119,76,803,0
79,78.97616529464722,76,779,0
80,79.96680641174316,76,749,0
81,81.00192880630493,77,729,0
82,81.992107629776,78,734,0
83,83.02623105049133,79,816,0
84,84.01585841178894,79,864,0
85,85.00655817985535,78,822,0
86,86.04124140739441,77,786,0
87,86.98680567741394,77,790,0
88,87.97721028327942,77,810,0
89,88.96692776679993,77,771,0
90,90.00182890892029,78,784,0
91,90.99177050590515,78,783,0
92,91.9832067489624,78,806,0
93,93.01800155639648,78,811,0
94,94.00750970840454,77,828,0
95,94.99744701385498,77,827,0
96,96.07676696777344,77,789,0
97,96.9776303768158,77,781,0
98,97.9671778678894,77,774,0
99,99.04682612419128,78,755,0
100,99.99184560775757,78,757,0
101,100.9822952747345,78,756,0
102,101.97203159332275,79,779,0
103,103.0071132183075,79,799,0
104,103.99645376205444,78,831,0
105,104.98769402503967,78,864,0
106,105.97805976867676,78,852,0
107,106.96665048599243,77,850,0
108,108.00213646888733,76,815,0
109,108.99206757545471,76,761,0
110,109.9823637008667,77,731,0
111,110.97245287895203,77,737,0
112,112.00808191299438,78,763,0
113,112.99693465232849,78,763,0
114,113.98699378967285,79,771,0
115,114.97741293907166,79,786,0
116,115.96691465377808,79,808,0
117,117.00219511985779,78,756,0
118,117.99202370643616,79,764,0
119,118.98272395133972,79,770,0
120,119.97185564041138,79,758,0
121,121.00672006607056,79,768,0
122,121.99844121932983,79,796,0
123,122.98761773109436,79,851,0
